trial,period_days
300,40.57164174742957
301,40.571669808952834
302,40.5716690574352
303,40.57166023957575
304,40.57172175924086
305,40.571770701316154
306,40.57171546582083
307,40.57185312847264
308,40.571702709139686
309,40.5717534010771
310,40.57178507144192
311,40.571643454443006
312,40.57182128370607
313,40.57179494166269
314,40.57175700825189
315,40.57177352715257
316,40.57157126967388
317,40.571701774440726
318,40.571756817228334
319,40.57181216900699
320,40.57177825896929
321,40.571709725538085
322,40.571667345785045
323,40.571713981049584
324,40.5717604844109
325,40.57167911200111
326,40.57169343827047
327,40.57183117567911
328,40.57177463295682
329,40.571598550993144
330,40.571697688185964
331,40.57184699221284
332,40.571678959384826
333,40.57163423505597
334,40.57177680964219
335,40.57187663652064
336,40.57166011972049
337,40.5716932466828
338,40.57161669190987
339,40.57169622507092
340,40.57182884821134
341,40.57172105067298
342,40.571755833840825
343,40.571709024223765
344,40.5717052286609
345,40.57163876033974
346,40.571683703029635
347,40.571766638440295
348,40.571666308636736
349,40.57171954430805
350,40.57173408832432
351,40.57167802822255
352,40.57181714995056
353,40.57179654401557
354,40.571723153390735
355,40.571555717551746
356,40.57175815154824
357,40.57185337220142
358,40.571761553913916
359,40.57165896748916
360,40.571832565717386
361,40.57160775114312
362,40.57180792580823
363,40.571824743967
364,40.571626974141964
365,40.57174080921334
366,40.57182082432837
367,40.57167391903863
368,40.57171504762755
369,40.5717616429107
370,40.57176489701021
371,40.57176519065297
372,40.571773594480646
373,40.571655519769706
374,40.57158294864996
375,40.571765294856505
376,40.571789503917216
377,40.571698653875046
378,40.571737133591796
379,40.57175785939103
380,40.57174213273504
381,40.57182845242107
382,40.57178236822767
383,40.57159118033928
384,40.57179615008067
385,40.57164948368006
386,40.571775931346
387,40.571744309503515
388,40.57164362569074
389,40.5716894687456
390,40.57163020211408
391,40.57174821564752
392,40.571634226363244
393,40.571709279289735
394,40.57164684181748
395,40.57173464755522
396,40.57167989334664
397,40.571638511275864
398,40.571772349466414
399,40.57169543930024
400,40.57167735072687
401,40.5717853914947
402,40.571731284076805
403,40.57158353674515
404,40.571758065912945
405,40.57170060744261
406,40.571805489472126
407,40.571660271095425
408,40.57173001391311
409,40.571689687666435
410,40.57167076976589
411,40.5716337245193
412,40.57172731452465
413,40.57180699734488
414,40.571727686805616
415,40.57177046294589
416,40.571540159459005
417,40.57166298130244
418,40.5716878832352
419,40.57171907552117
420,40.5717748569117
421,40.57187874319345
422,40.57176108897829
423,40.571751342309994
424,40.57167031254926
425,40.57176118954192
426,40.57171136810359
427,40.57177148085907
428,40.57169392920093
429,40.57179925895662
430,40.571716775203754
431,40.57184583643755
432,40.57166573664176
433,40.571745115332305
434,40.57177029495779
435,40.57185947675134
436,40.57178023827964
